stock_no,certificate_no,lab,Certificate,shape,size,color,clarity,cut,polish,symmetry,fluorescence,rap,discount,pr_ct,total_price,measurements,total_depth,table,link,key_to_symbols
G2100272,2316628515,GIA,View Cert,ROUND,1.5,L,SI1,F,VG,GD,STG,4400,-39,2684,4026,7.04*6.93*4.57,65.4,57,,"Feather, Twinning Wisp, Cloud, Natural"
F78B331308,2294765707,GIA,View Cert,EMERALD,1.5,G,VVS1,,EX,EX,FNT,9700,-45,5335,8002.5,7.43*5.45*3.59,65.9,56,SEGOMA LINK,Pinpoint
F71331355,7298768767,GIA,View Cert,HEART,1.5,G,SI1,,EX,VG,NON,7800,-38,4836,7254,7.09*8.02*4.51,56.2,59,SEGOMA LINK,"Cloud, Feather, Crystal, Twinning Wisp, Needle"
F68331282,6291909321,GIA,View Cert,MARQUISE,1.5,D,VS1,,EX,EX,FNT,11500,-40,6900,10350,11.51*6.18*3.76,60.8,62,SEGOMA LINK,"Crystal, Feather, Pinpoint, Needle"
F94A304391,2307645161,GIA,View Cert,SQUARE MOD.,1.5,D,VS2,,EX,EX,NON,10300,-35,6695,10042.5,6.45*6.33*4.66,73.6,73,SEGOMA LINK,"Feather, Crystal, Cavity, Needle"
F54326716,6285851313,GIA,View Cert,SQUARE MOD.,1.5,E,VS1,,VG,GD,MED,11000,-42,6380,9570,6.35*6.32*4.69,74.2,71,SEGOMA LINK,"FEATHER, PINPOINT, INDENTED NATURAL, NATURAL"
AAA-13,314814474,IGI,View Cert,ROUND,1.4,E,SI2,EX,VG,VG,VERY SLIGHT,6700,-50,3350,4690,7.11*7.15*4.38,61.4,60.5,Image/Video,
F103107504,2317537406,GIA,View Cert,ROUND,1.33,F,VS1,EX,EX,EX,NON,10200,-24,7752,10310.16,7.06*7.01*4.34,61.7,59,SEGOMA LINK,"Crystal, Needle"
F49326596,5283858204,GIA,View Cert,HEART,1.33,G,SI1,,EX,EX,NON,5700,-36,3648,4851.84,6.18*7.67*4.8,62.5,61,SEGOMA LINK,"CRYSTAL, FEATHER, INDENTED NATURAL"
ND-AD-1142,2316461723,GIA,View Cert,CUSHION,1.31,FANCY YELLOW,VVS2,,VG,VG,FAINT,2900,0,2900,3799,6.04*5.76*4.00,69.4,56,Image/Video,
G14A300572,2316780183,GIA,View Cert,PEAR,1.31,H,VS2,,EX,VG,MED,5400,-27,3942,5164.02,9.55*6.1*3.78,61.9,59,,"Crystal, Needle"
G2100270,6311584094,GIA,View Cert,ROUND,1.31,I,IF,EX,EX,EX,NON,7600,-25,5700,7467,7.06*7.04*4.3,61,56,SEGOMA LINK,
G1300080,2316518543,GIA,View Cert,EMERALD,1.31,K,VS1,,EX,VG,NON,3300,-27,2409,3155.79,7.09*5.08*3.52,69.3,61,SEGOMA LINK,Feather
G2300227,7312612351,GIA,View Cert,EMERALD,1.31,N,VS1,,EX,VG,FNT,2300,-29,1633,2139.23,7.43*5.09*3.23,63.4,62,,"Crystal, Extra Facet"
ND-AD-1160,6312529530,GIA,View Cert,HEART,1.3,FANCY INTENSE YELLOW,VVS1,,EX,VG,NONE,4700,0,4700,6110,6.04*6.78*4.09,60.3,57,Image/Video,
F94104848,1309752464,GIA,View Cert,ROUND,1.3,D,VVS1,EX,EX,EX,MED,15900,-41,9381,12195.3,6.97*6.93*4.35,62.5,59,SEGOMA LINK,"Needle, Pinpoint"
F82102622,3305191884,GIA,View Cert,ROUND,1.3,F,VVS2,EX,EX,EX,FNT,10700,-31,7383,9597.9,6.96*6.92*4.36,62.8,56,SEGOMA LINK,"Cloud, Needle, Pinpoint, Feather"
F82101537,7301000483,GIA,View Cert,ROUND,1.3,F,VS2,EX,EX,EX,NON,9000,-27,6570,8541,6.98*6.93*4.35,62.6,59,SEGOMA LINK,"Crystal, Feather, Cloud, Needle, Pinpoint, Natural"
G2100346,7316627530,GIA,View Cert,ROUND,1.3,I,VVS2,EX,EX,EX,STG,7000,-32,4760,6188,6.97*6.92*4.36,62.8,57,SEGOMA LINK,"Feather, Pinpoint"
F94104705,2308741292,GIA,View Cert,ROUND,1.29,E,VS1,EX,EX,EX,MED,10800,-37,6804,8777.16,6.95*6.9*4.35,62.9,58,SEGOMA LINK,"Crystal, Feather, Indented Natural, Pinpoint, Natural"
F89104364,5303607022,GIA,View Cert,ROUND,1.27,D,IF,EX,EX,EX,NON,19800,-33,13266,16847.82,6.92*6.89*4.33,62.7,57,SEGOMA LINK,
ND-AD-1144,7311460958,GIA,View Cert,CUSHION,1.25,FANCY  YELLOW,VS1, ,EX,VG,FAINT,2900,0,2900,3625,5.85*5.85*3.98,68,56,Image/Video,
ND-AD-1145,6315461358,GIA,View Cert,PEAR,1.22,FANCY YELLOW,VVS2,,EX,GD,NONE,3200,0,3200,3904,8.08*5.37*3.59,66.7,55,Image/Video,
TI-1003,5182903634,GIA,View Cert,Radiant,1.21,Fancy IntenseYellow,VVS2,,EX,VG,F,4830,0,4830,5844.3,6.29x5.13x3.96,77.2,57,Image/Video,
G2300365,7318665736,GIA,View Cert,MARQUISE,1.21,D,VS2,,VG,VG,MED,7500,-27,5475,6624.75,11.73*5.61*3.27,58.2,58,SEGOMA LINK,"Crystal, Feather, Cloud, Pinpoint"
G8100366,6312658097,GIA,View Cert,ROUND,1.2,D,VS1,EX,EX,EX,MED,12200,-41,7198,8637.6,6.89*6.85*4.11,59.8,61,SEGOMA LINK,"Crystal, Feather, Pinpoint, Natural"
F82101800,2307071066,GIA,View Cert,ROUND,1.2,D,SI1,EX,EX,EX,NON,8600,-30,6020,7224,6.79*6.76*4.24,62.6,56,SEGOMA LINK,"Crystal, Feather, Cloud, Needle"
G2100293,5313584624,GIA,View Cert,ROUND,1.2,G,VS1,EX,EX,EX,FNT,9000,-25,6750,8100,6.8*6.77*4.23,62.4,56,SEGOMA LINK,"Crystal, Feather, Cloud, Pinpoint"
G2100119,6312681286,GIA,View Cert,ROUND,1.2,J,VS1,EX,EX,EX,STG,5900,-32,4012,4814.4,6.84*6.79*4.16,61,59,SEGOMA LINK,"Pinpoint, Feather, Cloud, Natural"
F94B104993,1307784896,GIA,View Cert,ROUND,1.2,J,VS1,EX,EX,EX,MED,5900,-33,3953,4743.6,6.82*6.77*4.2,61.9,60,SEGOMA LINK,"Crystal, Needle, Pinpoint, Natural"
F80302236,6302116811,GIA,View Cert,SQUARE MOD.,1.2,D,VS1,,VG,VG,NON,8000,-35,5200,6240,5.92*5.83*4.11,70.5,71,SEGOMA LINK,"Cloud, Needle, Natural"
F94A104753,6305741969,GIA,View Cert,ROUND,1.19,J,VVS1,EX,EX,EX,NON,6100,-25,4575,5444.25,6.78*6.73*4.22,62.4,57,SEGOMA LINK,
F104D106327,7313118492,GIA,View Cert,ROUND,1.18,E,I1,EX,EX,EX,FNT,4500,-35,2925,3451.5,6.8*6.76*4.2,61.9,57,SEGOMA LINK,"Twinning Wisp, Crystal, Feather, Needle, Natural"
F94A105428,6305889433,GIA,View Cert,ROUND,1.18,H,SI1,EX,EX,EX,MED,6800,-25,5100,6018,6.85*6.81*4.17,61.1,60,SEGOMA LINK,"Crystal, Feather"
F94A104385,7306621569,GIA,View Cert,ROUND,1.17,D,VS1,EX,EX,EX,MED,12200,-45,6710,7850.7,6.74*6.69*4.2,62.6,57,SEGOMA LINK,"Crystal, Needle, Cloud"
G2100340,6312625924,GIA,View Cert,ROUND,1.17,G,SI1,EX,EX,EX,MED,7400,-36,4736,5541.12,6.72*6.68*4.2,62.7,57,SEGOMA LINK,"Cloud, Crystal, Feather, Needle"
G2100153,3315537655,GIA,View Cert,ROUND,1.17,K,VS2,EX,EX,EX,VST,4500,-38,2790,3264.3,6.72*6.68*4.2,62.7,57,SEGOMA LINK,"Cloud, Crystal, Needle, Natural"
F94B104833,1303732285,GIA,View Cert,ROUND,1.16,D,VVS1,EX,EX,EX,STG,15900,-54,7314,8484.24,6.7*6.66*4.19,62.8,57,SEGOMA LINK,Feather
F94A304832,6301749127,GIA,View Cert,EMERALD,1.16,L,VS1,,EX,VG,NON,2900,-37,1827,2119.32,6.73*5.05*3.27,64.8,63,,Feather
G3100134,6312658102,GIA,View Cert,ROUND,1.15,G,VS2,EX,EX,EX,NON,8300,-29,5893,6776.95,6.69*6.66*4.18,62.6,57,SEGOMA LINK,"Crystal, Cloud, Needle"
TI-1035,7221269819,GIA,View Cert,Oval,1.13,FancyYellow,VVS2,,EX,VG,M,3150,0,3150,3559.5,7.42x5.42x3.51,64.8,57,Image/Video,
ND-AD-1146,6311461424,GIA,View Cert,CUSHION,1.13,FANCY  YELLOW,VS2,,VG,VG,MEDIUM,2700,0,2700,3051,5.82*5.54*3.80,68.6,57,Image/Video,
F2001774,2316561961,GIA,View Cert,ROUND,1.13,H,SI1,EX,EX,EX,NON,6800,-33,4556,5148.28,6.76*6.74*4.07,60.3,58,SEGOMA LINK,"Twinning Wisp, Feather, Crystal, Needle"
TI-1033,6173311261,GIA,View Cert,Oval,1.11,FancyYellow,IF,,EX,VG,N,3780,0,3780,4195.8,7.16x5.27x3.58,68,56,Image/Video,
F110B106769,7313170570,GIA,View Cert,ROUND,1.1,E,IF,EX,EX,EX,NON,15000,-31,10350,11385,6.68*6.63*4.07,61.2,60,SEGOMA LINK,
F94A104649,5303700191,GIA,View Cert,ROUND,1.1,F,SI2,EX,EX,EX,NON,6400,-36,4096,4505.6,6.59*6.56*4.07,61.9,59,SEGOMA LINK,"Crystal, Feather, Needle, Cloud"
G2100343,1317648995,GIA,View Cert,ROUND,1.1,G,VS1,EX,EX,EX,STG,9000,-39,5490,6039,6.62*6.58*4.12,62.5,56,SEGOMA LINK,"Crystal, Cloud, Pinpoint, Indented Natural"
F103A107514,7311536481,GIA,View Cert,ROUND,1.1,J,VS1,EX,EX,EX,FNT,5900,-26,4366,4802.6,6.68*6.64*4.09,61.4,59,SEGOMA LINK,Crystal
F102A306125,2314089942,GIA,View Cert,HEART,1.1,I,VS2,,EX,VG,NON,4700,-29,3337,3670.7,6.07*7.13*4.3,60.3,59,SEGOMA LINK,"Crystal, Feather, Cloud"
G2100388,6315659553,GIA,View Cert,ROUND,1.09,K,VVS2,EX,EX,EX,STG,4900,-33,3283,3578.47,6.56*6.53*4.1,62.7,57,SEGOMA LINK,
F94A304831,7306822528,GIA,View Cert,MARQUISE,1.09,D,IF,,EX,VG,NON,14500,-44,8120,8850.8,11.06*5.4*3.14,58.2,57,SEGOMA LINK,
SDJ-34,6282007549,GIA,View Cert,MARQUISE,1.08,G,IF,,VG,VG,FAINT,7800,-42,4524,4885.92,10.30*5.43*3.31,61.1,61,Image/Video,
F94B304773,2304773425,GIA,View Cert,HEART,1.08,D,SI1,,EX,VG,NON,6400,-41,3776,4078.08,6.25*7.14*4.25,59.5,59,SEGOMA LINK,"Crystal, Cloud, Feather"
G6B300433,1319685151,GIA,View Cert,MARQUISE,1.08,I,VS1,,EX,VG,MED,4900,-29,3479,3757.32,10.81*5.25*3.27,62.3,56,SEGOMA LINK,"Crystal, Pinpoint"
JD-HK-6,S3E25348,IGI,View Cert,ROUND,1.07,L,SI2,VG,EX,GD,NONE,3500,-40,2100,2247,6.68-6.70*3.95,59,63,Image/Video,
F104D106372,6312094863,GIA,View Cert,ROUND,1.07,D,SI1,EX,EX,EX,FNT,8600,-37,5418,5797.26,6.56*6.52*4.1,62.7,57,SEGOMA LINK,"Cloud, Crystal, Feather, Needle"
G3100298,2316584423,GIA,View Cert,ROUND,1.07,G,IF,EX,EX,EX,NON,10700,-29,7597,8128.79,6.55*6.5*4.1,62.8,56,SEGOMA LINK,
G2100130,6312538439,GIA,View Cert,ROUND,1.07,I,VS1,EX,EX,EX,STG,6800,-37,4284,4583.88,6.64*6.59*3.97,60.1,59,SEGOMA LINK,"Crystal, Cloud, Needle, Pinpoint"
TI-1002,5192345960,GIA,View Cert,Radiant,1.06,Fancy IntenseYellow,I3,,VG,VG,N,1260,0,1260,1335.6,5.86x5.10x3.65,71.7,69,Image/Video,
SDJ-138,1313179001,GIA,View Cert,ROUND,1.06,E,VS2,EX,EX,EX,MEDIUM,9600,-40,5760,6105.6,6.48*6.53*4.06,62.4,58,Image/Video,
F89104283,1305598611,GIA,View Cert,ROUND,1.06,D,FL,EX,EX,EX,NON,19800,-30,13860,14691.6,6.51*6.47*4.03,62.1,59,SEGOMA LINK,
F103A107559,5316626151,GIA,View Cert,ROUND,1.06,G,SI2,EX,EX,EX,FNT,6000,-33,4020,4261.2,6.56*6.52*4.01,61.3,60,SEGOMA LINK,"Crystal, Feather"
JD-V-37,6315226521,GIA,View Cert,ROUND,1.05,F,I2,EX,EX,EX,STRONG,2500,-12,2200,2310,6.51-6.52x4.02,61.7,60,Image/Video,
F103107507,1319536813,GIA,View Cert,ROUND,1.05,G,SI1,EX,EX,EX,NON,7400,-29,5254,5516.7,6.6*6.55*3.99,60.7,59,SEGOMA LINK,"Crystal, Feather, Natural"
F102A306073,6311135703,GIA,View Cert,EMERALD,1.05,F,VS2,,EX,VG,FNT,6800,-47,3604,3784.2,6.42*4.7*3.3,70.2,61,SEGOMA LINK,Twinning Wisp
F94B304626,1305736381,GIA,View Cert,SQUARE MOD.,1.05,K,SI2,,EX,VG,NON,2800,-43,1596,1675.8,5.8*5.68*3.97,69.9,71,SEGOMA LINK,"Crystal, Feather, Needle"
JD-JYN-25,S2A46178,IGI,View Cert,PEAR,1.04,G,VVS2,,GD,GD,NONE,6900,-55,3105,3229.2,7.62*5.28*4.02,76.1,56,Image/Video,
PPS-I-01,2318647310,GIA,View Cert,ROUND,1.03,J,VS1,EX,EX,EX,NONE,5900,-27,4307,4436.21,6.49*6.52*4.00,61.5,58,Image/Video,
G5100286,1318627536,GIA,View Cert,ROUND,1.03,E,I1,EX,EX,EX,NON,4500,-27,3285,3383.55,6.45*6.42*4.02,62.5,57,SEGOMA LINK,"Crystal, Needle"
F103107569,6312627523,GIA,View Cert,ROUND,1.03,E,VVS2,EX,EX,EX,MED,11700,-43,6669,6869.07,6.53*6.48*4.01,61.7,59,SEGOMA LINK,Needle
G2100249,3315569336,GIA,View Cert,ROUND,1.03,G,IF,EX,EX,EX,NON,10700,-30,7490,7714.7,6.57*6.53*3.93,60,58,SEGOMA LINK,
G2100131,6311537149,GIA,View Cert,ROUND,1.03,K,SI1,EX,EX,EX,VST,4300,-38,2666,2745.98,6.47*6.42*4.04,62.7,57,SEGOMA LINK,Feather
G3300353,6315612176,GIA,View Cert,OVAL,1.03,D,VVS1,,EX,VG,NON,11000,-36,7040,7251.2,8.26*5.68*3.39,59.7,59,SEGOMA LINK,Pinpoint
F103307496,7311535885,GIA,View Cert,SQUARE MOD.,1.03,D,SI2,,EX,VG,NON,5500,-44,3080,3172.4,5.69*5.56*3.92,70.6,70,SEGOMA LINK,"Crystal, Feather, Needle, Natural"
F103307532,3315612112,GIA,View Cert,PEAR,1.03,G,SI2,,EX,VG,NON,4900,-41,2891,2977.73,8.7*5.49*3.52,64.1,61,SEGOMA LINK,"Crystal, Feather, Cavity, Needle"
G3300234,6312769938,GIA,View Cert,SQUARE MOD.,1.02,I,VS2,,EX,VG,NON,4700,-31,3243,3307.86,5.39*5.22*3.95,75.7,71,SEGOMA LINK,"Crystal, Feather, Needle, Pinpoint"
F80100905,1299870223,GIA,View Cert,ROUND,1.02,F,I1,EX,EX,EX,FNT,4400,-34,2904,2962.08,6.44*6.4*4.03,62.8,56,SEGOMA LINK,"Crystal, Twinning Wisp, Feather, Needle"
F48125976,7288753135,GIA,View Cert,ROUND,1.02,H,I1,GD,EX,VG,NON,4000,-48,2080,2121.6,6.17*6.11*4.07,66.3,60,,"CRYSTAL, CAVITY, NEEDLE, INDENTED NATURAL, ETCH CHANNEL, NATURAL"
F94B104855,337847620,IGI,View Cert,ROUND,1.02,I,SI2,EX,EX,EX,SLT,5300,-48,2756,2811.12,6.47*6.51*3.98,61.3,58,SEGOMA LINK,
F105106583,2316151360,GIA,View Cert,ROUND,1.02,I,SI2,F,EX,VG,MED,5300,-48,2756,2811.12,6.06*5.99*4.06,67.3,58,,"Feather, Crystal, Pinpoint, Natural"
G2100199,1319562220,GIA,View Cert,ROUND,1.02,J,VS1,EX,EX,EX,STG,5900,-36,3776,3851.52,6.48*6.45*3.96,61.4,59,SEGOMA LINK,"Cloud, Pinpoint"
G2100410,7312658112,GIA,View Cert,ROUND,1.02,J,VS1,EX,EX,EX,STG,5900,-36,3776,3851.52,6.43*6.38*4.02,62.8,59,SEGOMA LINK,"Cloud, Pinpoint"
F32123836,1283431158,GIA,View Cert,ROUND,1.02,J,SI2,GD,VG,VG,NON,4800,-52,2304,2350.08,6.18*6.15*4.03,65.4,58,,"CRYSTAL, CLOUD, FEATHER, KNOT, NEEDLE, NATURAL"
G1100073,6315496449,GIA,View Cert,ROUND,1.02,L,VS1,EX,EX,EX,STG,4300,-35,2795,2850.9,6.42*6.38*4.01,62.6,57,SEGOMA LINK,"Crystal, Feather, Cloud, Natural"
F59328703,7298634608,GIA,View Cert,EMERALD,1.02,G,IF,,EX,VG,NON,7800,-57,3354,3421.08,6.15*4.72*3.3,69.9,64,SEGOMA LINK,
F81301231,1298908689,GIA,View Cert,EMERALD,1.02,G,VVS1,,EX,EX,NON,7200,-52,3456,3525.12,6.43*4.72*3.19,67.4,61,SEGOMA LINK,"Pinpoint, Natural"
TI-1037,6193345885,GIA,View Cert,Pear,1.01,FancyYellow,SI1,,VG,G,M,2625,0,2625,2651.25,8.51x4.92x3.32,67.6,56,Image/Video,
TI-1029,2195345957,GIA,View Cert,Oval,1.01,Fancy IntenseYellow,I1,,EX,VG,M,1575,0,1575,1590.75,7.07x5.21x3.58,68.9,59,Image/Video,
PPS-X-09,6295784326,GIA,View Cert,ROUND,1.01,F,IF,VG,EX,VG,NONE,13000,-48,6760,6827.6,6.16-6.25*4.04,65.2,57,Image/Video,
PPS-I01-B,5316707344,GIA,View Cert,ROUND,1.01,J,SI2,EX,EX,EX,NONE,4800,-27.9,3460.8,3495.41,6.49*6.51*3.97,61.1,55,Image/Video,
6312411134,6312411134,GIA,View Cert,PEAR,1.01,D,SI1,,EX,VG,NONE,6400,-40,3840,3878.4,8.46*5.51*3.46,62.9,60,Image/Video,
JD-VL-22,S3F41514,IGI,View Cert,PEAR,1.01,H,VS1,,VG,GD,NONE,5600,-50,2800,2828,8.00*5.50*3.68,66.9,54.5,Image/Video,
ND-AD-1149,1313461711,GIA,View Cert,CUSHION,1.01,FANCY YELLOW,VVS2,,EX,VG,FAINT,2900,0,2900,2929,5.64*5.28*3.68,69.7,53,Image/Video,
ND-AD-1148,6315461865,GIA,View Cert,CUSHION,1.01,FANCY YELLOW,VVS2,,EX,VG,FAINT,3000,0,3000,3030,5.50*5.38*3.72,69.2,56,Image/Video,
ND-AD-1147,6311461295,GIA,View Cert,CUSHION,1.01,FANCY LIGHT YELLOW,VS2,,EX,VG,FAINT,1900,0,1900,1919,5.61*5.24*3.75,71.5,54,Image/Video,
G2100290,6311584431,GIA,View Cert,ROUND,1.01,I,SI1,VG,EX,VG,MED,6200,-41,3658,3694.58,6.32*6.27*4.03,64,58,SEGOMA LINK,"Crystal, Cloud, Etch Channel, Feather, Cavity, Indented Natural"
G3100059,1318496514,GIA,View Cert,ROUND,1.01,D,SI1,VG,VG,VG,NON,8600,-37,5418,5472.18,6.29*6.2*4.01,64.1,58,SEGOMA LINK,"Crystal, Feather, Pinpoint, Natural"
F91103546,1309391513,GIA,View Cert,ROUND,1.01,D,I1,EX,EX,EX,NON,4700,-34,3102,3133.02,6.5*6.47*3.91,60.3,58,SEGOMA LINK,"Feather, Crystal, Needle, Indented Natural"
G8100470,1313706264,GIA,View Cert,ROUND,1.01,E,VVS1,EX,EX,EX,MED,13800,-45,7590,7665.9,6.46*6.42*3.98,61.8,59,SEGOMA LINK,"Pinpoint, Feather"
G3100106,6311537944,GIA,View Cert,ROUND,1.01,E,VS2,VG,VG,VG,NON,9600,-39,5856,5914.56,6.3*6.22*4.01,64,58,SEGOMA LINK,"Cloud, Crystal, Needle"
F94B104844,2306732313,GIA,View Cert,ROUND,1.01,E,SI2,GD,EX,VG,FNT,6700,-53,3149,3180.49,6.15*6.07*4.07,66.6,63,,"Crystal, Feather"
AP1100005,5313235163,GIA,View Cert,ROUND,1.01,E,SI2,EX,EX,EX,VST,6700,-52,3216,3248.16,6.5*6.49*3.95,60.7,60,SEGOMA LINK,"Feather, Crystal, Needle"
F96104346,7301607303,GIA,View Cert,ROUND,1.01,F,FL,EX,EX,EX,NON,13000,-34,8580,8665.8,6.4*6.35*4,62.7,58,SEGOMA LINK,
F78B130946,2298507033,GIA,View Cert,ROUND,1.01,F,VS1,F,EX,VG,NON,10200,-59,4182,4223.82,6.03*5.95*4.25,71,57,,"Crystal, Pinpoint, Etch Channel, Indented Natural, Natural"
F64128618,5293080141,GIA,View Cert,ROUND,1.01,F,SI1,VG,VG,VG,NON,7900,-47,4187,4228.87,6.3*6.21*4,63.9,56,SEGOMA LINK,"CRYSTAL, CLOUD, NEEDLE, INDENTED NATURAL"
F69C131007,2296600323,GIA,View Cert,ROUND,1.01,F,I1,VG,EX,VG,NON,4400,-46,2376,2399.76,6.29*6.25*4.05,64.5,60,SEGOMA LINK,"Crystal, Feather, Knot, Cloud, Indented Natural, Needle, Natural"
F96104132,6305519094,GIA,View Cert,ROUND,1.01,G,VVS1,VG,EX,VG,NON,10200,-41,6018,6078.18,6.28*6.2*3.99,63.9,58,SEGOMA LINK,Feather
F102A105782,7301981475,GIA,View Cert,ROUND,1.01,G,VS2,F,VG,VG,NON,8300,-52,3984,4023.84,6.04*5.96*4.24,70.7,55,,"Crystal, Cloud, Feather, Indented Natural, Natural"
F103A107452,350899217,IGI,View Cert,ROUND,1.01,G,SI2,EX,EX,EX,NON,6000,-39,3660,3696.6,6.44*6.48*3.95,61.1,59.5,SEGOMA LINK,
F94A104530,337844464,IGI,View Cert,ROUND,1.01,H,SI2,EX,EX,EX,NON,5700,-44,3192,3223.92,6.37*6.43*3.96,61.8,59.5,SEGOMA LINK,
F52126263,1285786319,GIA,View Cert,ROUND,1.01,I,VS2,F,VG,VG,NON,6600,-55,2970,2999.7,6.03*5.95*4.23,70.5,59,,"CRYSTAL, INDENTED NATURAL, NEEDLE, NATURAL"
F103A107574,7312658069,GIA,View Cert,ROUND,1.01,I,VS2,EX,EX,EX,MED,6600,-29,4686,4732.86,6.44*6.4*4,62.4,56,SEGOMA LINK,"Feather, Pinpoint, Natural"
G1100051,5316474133,GIA,View Cert,ROUND,1.01,I,SI2,EX,EX,EX,NON,5300,-29,3763,3800.63,6.41*6.36*4,62.7,56,SEGOMA LINK,"Crystal, Feather, Cloud, Needle, Indented Natural, Natural"
F69B130863,324885849,IGI,View Cert,ROUND,1.01,I,SI2,EX,EX,VG,NON,5300,-55,2385,2408.85,6.41*6.45*3.91,60.9,58.5,SEGOMA LINK,
F102A306043,7318036867,GIA,View Cert,EMERALD,1.01,E,VS2,,EX,VG,FNT,7000,-48,3640,3676.4,6.42*4.63*3.21,69.2,68,SEGOMA LINK,"Crystal, Feather, Indented Natural"
F37324513,6282530070,GIA,View Cert,EMERALD,1.01,E,SI1,,VG,VG,NON,6200,-64,2232,2254.32,6.4*4.79*3.41,71.2,71,SEGOMA LINK,"CRYSTAL, CLOUD, FEATHER, CAVITY, NEEDLE, INDENTED NATURAL"
F79B301081,6295908309,GIA,View Cert,EMERALD,1.01,K,VVS1,,EX,VG,NON,3600,-50,1800,1818,6.32*4.69*3.34,71.3,65,SEGOMA LINK,"Pinpoint, Feather"
F57328571,2297080139,GIA,View Cert,HEART,1.01,D,VVS1,,EX,EX,FNT,11000,-49,5610,5666.1,5.86*7.03*4.21,59.9,60,SEGOMA LINK,Pinpoint
F102A305986,6315056451,GIA,View Cert,HEART,1.01,E,VS2,,EX,VG,FNT,7000,-35,4550,4595.5,5.68*6.88*4.21,61.3,58,SEGOMA LINK,"Cloud, Feather, Crystal, Needle, Indented Natural"
F94A304452,6302679519,GIA,View Cert,SQUARE MOD.,1.01,D,SI2,,EX,VG,NON,5500,-38,3410,3444.1,5.66*5.47*3.98,72.7,72,SEGOMA LINK,"Crystal, Feather, Cavity, Cloud"
G2300256,6312612363,GIA,View Cert,PEAR,1.01,G,VS2,,EX,VG,NON,6400,-30,4480,4524.8,8.7*5.52*3.54,64.1,61,SEGOMA LINK,Feather
F98305103,6302822589,GIA,View Cert,CUSHION MOD.,1.01,J,VS1,,EX,VG,NON,4100,-47,2173,2194.73,5.72*5.48*3.93,71.7,62,SEGOMA LINK,Crystal
BG-19,1278562134,GIA,View Cert,CUSHION MOD.,1.01,F.G.Y,SI1,,EX,VG,NON,2000,3,2060,2080.6,5.69*5.26*3.57,67.8,63,SEGOMA LINK,"CRYSTAL, FEATHER, NEEDLE"
G1300033,2316475271,GIA,View Cert,RADIANT,1.01,M,SI2,,EX,EX,MED,2000,-34,1320,1333.2,6.6*4.87*3.38,69.5,64,,"Crystal, Feather, Knot, Needle, Natural"
TI-1034,2195425879,GIA,View Cert,Oval,1,FancyYellow,VS2,,VG,VG,M,2625,0,2625,2625,7.11x5.18x3.40,65.7,54,Image/Video,
TI-1024,5181691876,GIA,View Cert,Heart,1,Fancy IntenseYellow,VS2,,VG,VG,F,4830,0,4830,4830,6.02x6.56x3.46,52.8,55,Image/Video,
CS08-5,6302911641,GIA,View Cert,Emerald,1,L,VS1,,VG,G,N,2900,-42,1682,1682,6.25x4.69x3.47,74,60,Image/Video,"Feather,  Crystal,  Pinpoint"
JD-X-22,6312469570,GIA,View Cert,ROUND,1,I,SI2,VG,GD,VG,MEDIUM,5300,-45,2915,2915,6.20*6.31*4.00,63.9,63,Image/Video,
AD-B-12,2316586332,GIA,View Cert,ROUND,1,D,I1,EX,EX,EX,NONE,4700,-15,3995,3995,6.34-6.38*3.96,62.3,59,Image/Video,
RD-19A,6315140583,GIA,View Cert,ROUND,1,D,SI1,VG,EX,VG,FAINT,8600,-47,4558,4558,6.15*6.26*4.01,64.7,56,Image/Video,
RD-1300-5,5313646261,GIA,View Cert,ROUND,1,K,SI1,VG,EX,VG,NONE,4300,-33,2881,2881,6.25*6.32*4.02,64,58,Image/Video,
JS-1,2316287244,GIA,View Cert,ROUND,1,H,SI2,VG,VG,VG,NONE,5700,-40,3420,3420,6.42-6.45*3.89,60.4,61,Image/Video,
C-3-8,337855975,IGI,View Cert,PEAR,1,G,SI2,,VG,VG,STRONG,4900,-50,2450,2450,8.62*5.55*3.34,60.2,59,Image/Video,
SDJ-125,6312092316,GIA,View Cert,PEAR,1,D,IF,,EX,VG,NONE,14500,-42,8410,8410,8.28*5.49*3.66,66.6,59,Image/Video,
2317467220,2317467220,GIA,View Cert,PEAR,1,F,SI2,,VG,VG,STRONG,5100,-45,2805,2805,8.79*5.54*3.45,62.3,64,Image/Video,
5316309777,5316309777,GIA,View Cert,OVAL,1,I,SI1,,EX,GD,FAINT,4500,-52,2160,2160,7.66*5.20*3.23,62.1,67,Image/Video,
G2100088,2316505972,GIA,View Cert,ROUND,1,D,VVS2,VG,EX,VG,NON,14000,-46,7560,7560,6.34*6.28*3.99,63.2,62,SEGOMA LINK,"Pinpoint, Indented Natural, Natural"
G19100631,6312772633,GIA,View Cert,ROUND,1,D,VS1,GD,EX,VG,NON,12200,-52,5856,5856,6.15*6.08*4.09,66.8,56,,"Crystal, Cloud, Feather, Indented Natural, Pinpoint, Natural"
G19100697,2317815858,GIA,View Cert,ROUND,1,D,VS2,VG,EX,GD,NON,10800,-44,6048,6048,6.36*6.26*4.01,63.6,56,SEGOMA LINK,"Crystal, Needle, Indented Natural, Natural"
